Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
KBPHS5IY,journalArticle,2023,"Jain, Harshita; Dhupper, Renu; Shrivastava, Anamika; Kumar, Deepak; Kumari, Maya","AI-enabled strategies for climate change adaptation: protecting communities, infrastructure, and businesses from the impacts of climate change",Computational Urban Science,,2730-6852,10.1007/s43762-023-00100-2,https://link.springer.com/10.1007/s43762-023-00100-2,"Climate change is one of the most pressing global challenges we face today. The impacts of rising temperatures, sea levels, and extreme weather events are already being felt around the world and are only expected to worsen in the coming years. To mitigate and adapt to these impacts, we need innovative, data-driven solutions. Artificial intelligence (AI) has emerged as a promising tool for climate change adaptation, offering a range of capabilities that can help identify vulnerable areas, simulate future climate scenarios, and assess risks and opportunities for businesses and infrastructure. With the ability to analyze large volumes of data from climate models, satellite imagery, and other sources, AI can provide valuable insights that can inform decision-making and help us prepare for the impacts of climate change. However, the use of AI in climate change adaptation also raises important ethical considerations and potential biases that must be addressed. As we continue to develop and deploy these solutions, it is crucial to ensure that they are transparent, fair, and equitable. In this context, this article explores the latest innovations and future directions in AI-enabled climate change adaptation strategies, highlighting both the potential benefits and the ethical considerations that must be considered. By harnessing the power of AI for climate change adaptation, we can work towards a more resilient, sustainable, and equitable future for all.",7/17/2023,8/26/2025 15:10,8/26/2025 15:10,8/26/2025 15:10,25,,1,3,,Comput.Urban Sci.,AI-enabled strategies for climate change adaptation,,,,,,,en,,,,,DOI.org (Crossref),,,,"C:\Users\LATITUDE E7470\Zotero\storage\6I8FQNDZ\Jain et al. - 2023 - AI-enabled strategies for climate change adaptation protecting communities, infrastructure, and bus.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3QYN7JT4,journalArticle,2021,"Hosseini, Seyedeh Hamideh; Khodabin, Melika; Soroori Sarabi, Atefeh; Sharifipour Bgheshmi, Mohammad Sharif",Artificial intelligence and disaster risk management: A need for continuous education,Socio-Spatial Studies,,,10.22034/soc.2021.219422,https://doi.org/10.22034/soc.2021.219422,,2021-01,8/26/2025 15:10,8/26/2025 15:10,8/26/2025 15:10,,,1,5,,Socio-Spatial Studies,Artificial intelligence and disaster risk management,,,,,,,en,,,,,DOI.org (CSL JSON),,,,C:\Users\LATITUDE E7470\Zotero\storage\HTINXI8Y\Hosseini et al. - 2021 - Artificial intelligence and disaster risk management A need for continuous education.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9B24DWJ,journalArticle,2022,"Snejana, Dineva",Applying Artificial Intelligence (AI) for Mitigation Climate Change Consequences of the Natural Disasters,Research Journal of Ecology and Environmental Sciences,,2770-5536,10.31586/rjees.2022.343,https://www.scipublications.com/journal/index.php/RJEES/article/view/343,"Climate change and weather-related disasters are speeded very fast in the last decades with the consequences bringing to humanity: insecurity, destructing the ecological systems, increasing poverty, human victims, and economical losses everywhere on the planet. The innovative methods applied to mitigate the magnitudes of natural disasters and to combat effectively their negative impact consist of remote and earth constantly monitoring, data collection, creation of models for big data extrapolation, prediction, in-time warning for prevention, and others. Artificial intelligence (AI) is used to deal with big data, for calculations, forecasts, predictions of natural disasters in the near future, the establishment of the possibilities to escape the hazards or risky situations, as well as to prepare the human being for adverse changes, and drawing the different choices as assistance the right decision to be accepted. Many projects, programs, and frameworks are adopted and carried out the separate governments and business makers to common goals and actions for the formation of a friendly environment and measures for reducing undesired climate alterations and cataclysms. The aim of the article is to review the last programs and innovations applied in the mitigation of climate change using AI.",12/9/2022,8/26/2025 15:10,8/26/2025 15:10,8/26/2025 15:10,211-218,,4,2,,RJEES,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\NEEDAXLV\Snejana - 2022 - Applying Artificial Intelligence (AI) for Mitigation Climate Change Consequences of the Natural Disa.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPCU7KA9,journalArticle,2023,"Rane, Nitin; Choudhary, Saurabh; Rane, Jayesh",Leading-edge Artificial Intelligence (AI) and Internet of Things (IoT) technologies for enhanced geotechnical site characterization,SSRN Electronic Journal,,1556-5068,10.2139/ssrn.4640926,https://www.ssrn.com/abstract=4640926,"Geotechnical site characterization is a crucial factor in the effective planning, design, and implementation of civil engineering projects. In the evolving landscape of infrastructure development, the integration of advanced technologies such as Artificial Intelligence (AI) and the Internet of Things (IoT) has emerged as a transformative strategy to improve the precision and efficiency of geotechnical site characterization processes. This article delves into the combined application of AI and IoT in geotechnical site characterization, encompassing a diverse range of technologies, models, tools, and frameworks. AI, utilizing its machine learning algorithms, has the capacity to analyse extensive geospatial and geological data, facilitating more accurate identification of subsurface conditions. Neural networks and deep learning models play a role in examining geological features, predicting soil behaviour, and evaluating potential risks associated with construction projects. In conjunction with AI, the incorporation of IoT technologies enables real-time monitoring and data acquisition at geotechnical sites. Ground-embedded sensor networks gather geophysical data, including soil moisture, temperature, and pressure, providing a dynamic and continuous understanding of subsurface conditions. This real-time data feeds into AI models, creating a feedback loop that refines predictions and enhances the precision of site characterization. Moreover, the article introduces various tools and frameworks that facilitate the seamless integration of AI and IoT in geotechnical engineering. Geographic Information Systems (GIS) are employed for spatial analysis, aiding in the visualization and interpretation of complex geological data. Additionally, Building Information Modelling (BIM) is explored as a means to integrate geotechnical information with overall project design, promoting a holistic approach to construction planning. Embracing this technological synergy is essential for addressing the challenges of modern infrastructure development and ensuring the sustainability and resilience of civil engineering projects in the future.",2023,8/26/2025 15:10,8/26/2025 15:10,8/26/2025 15:10,,,,,,SSRN Journal,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\UDL9KN6G\Rane et al. - 2023 - Leading-edge Artificial Intelligence (AI) and Internet of Things (IoT) technologies for enhanced geo.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSK6CVK6,journalArticle,2023,"Rane, Nitin; Choudhary, Saurabh; Rane, Jayesh","Leading-edge Artificial Intelligence (AI), Machine Learning (ML), Blockchain, and Internet of Things (IoT) technologies for enhanced wastewater treatment systems",SSRN Electronic Journal,,1556-5068,10.2139/ssrn.4641557,https://www.ssrn.com/abstract=4641557,"The escalating global demand for clean water mandates the development of inventive approaches to wastewater treatment systems. This paper investigates the incorporation of cutting-edge technologies, specifically Artificial Intelligence (AI), Machine Learning (ML), Blockchain, and the Internet of Things (IoT), to revolutionize and elevate wastewater treatment procedures. The collaborative application of these technologies presents a promising avenue for optimizing efficiency, sustainability, and overall performance within water treatment infrastructure. Artificial Intelligence and Machine Learning play pivotal roles in the predictive modeling and decision-making processes within wastewater treatment plants. These technologies facilitate real-time monitoring of water quality parameters, enabling dynamic adjustments to treatment protocols based on data-driven insights. The adaptive nature of AI and ML algorithms enhances system resilience, diminishes operational costs, and ensures adherence to rigorous environmental standards. The integration of Blockchain technology introduces a decentralized and secure framework for managing data in wastewater treatment systems. By capitalizing on the inherent transparency and immutability of blockchain, stakeholders can trace the complete lifecycle of water treatment, from source to discharge. This not only promotes accountability but also nurtures trust among regulators, utilities, and the public, fostering a more transparent and sustainable water management ecosystem. Moreover, the Internet of Things contributes to the establishment of a connected and responsive wastewater treatment infrastructure. Sensor networks embedded throughout the treatment process enable real-time data collection, facilitating remote monitoring and control. The seamless communication between IoT devices ensures prompt identification of anomalies and potential system failures, allowing for timely intervention and averting environmental hazards. This research not only underscores the potential of these technologies but also emphasizes the significance of their integration to address the evolving challenges in water management and contribute to a more sustainable future.",2023,8/26/2025 15:10,8/26/2025 15:10,8/26/2025 15:10,,,,,,SSRN Journal,,,,,,,,en,,,,,DOI.org (Crossref),,,,"C:\Users\LATITUDE E7470\Zotero\storage\DCKLF94P\Rane et al. - 2023 - Leading-edge Artificial Intelligence (AI), Machine Learning (ML), Blockchain, and Internet of Things.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMUAUCDP,journalArticle,,"Vyas, Anshul","Revolutionizing Risk: The Role of Artificial Intelligence in Financial Risk Management, Forecasting, and Global Implementation",,,,,,,,8/26/2025 15:10,8/26/2025 15:10,,,,,,,,,,,,,,,en,,,,,Zotero,,,,"C:\Users\LATITUDE E7470\Zotero\storage\XTUGPYHB\Vyas - Revolutionizing Risk The Role of Artificial Intelligence in Financial Risk Management, Forecasting,.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H39NY4I9,journalArticle,2020,"How, Meng-Leong; Chan, Yong Jiet; Cheah, Sin-Mei",Predictive Insights for Improving the Resilience of Global Food Security Using Artificial Intelligence,Sustainability,,2071-1050,10.3390/su12156272,https://www.mdpi.com/2071-1050/12/15/6272,"Unabated pressures on food systems aﬀect food security on a global scale. A human-centric artiﬁcial intelligence-based probabilistic approach is used in this paper to perform a uniﬁed analysis of data from the Global Food Security Index (GFSI). The signiﬁcance of this intuitive probabilistic reasoning approach for predictive forecasting lies in its simplicity and user-friendliness to people who may not be trained in classical computer science or in software programming. In this approach, predictive modeling using a counterfactual probabilistic reasoning analysis of the GFSI dataset can be utilized to reveal the interplay and tensions between the variables that underlie food aﬀordability, food availability, food quality and safety, and the resilience of natural resources. Exemplars are provided in this paper to illustrate how computational simulations can be used to produce forecasts of good and bad conditions in food security using multi-variant optimizations. The forecast of these future scenarios is useful for informing policy makers and stakeholders across domain verticals, so they can make decisions that are favorable to global food security.",8/4/2020,8/26/2025 15:10,8/26/2025 15:10,8/26/2025 15:10,6272,,15,12,,Sustainability,,,,,,,,en,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\HF9ZTYHT\How et al. - 2020 - Predictive Insights for Improving the Resilience of Global Food Security Using Artificial Intelligen.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYCPDFEU,journalArticle,2023,"Srivastava, Aman; Maity, Rajib",Assessing the Potential of AI–ML in Urban Climate Change Adaptation and Sustainable Development,Sustainability,,2071-1050,10.3390/su152316461,https://www.mdpi.com/2071-1050/15/23/16461,"This study addresses a notable gap in the climate change literature by examining the potential of artiﬁcial intelligence and machine learning (AI–ML) in urban climate change adaptation and sustainable development across major global continents. While much attention has been given to mitigation strategies, this study uniquely delves into the AI–ML’s underexplored role in catalyzing climate change adaptation in contemporary and future urban centers. The research thoroughly explores diverse case studies from Africa, Asia, Australasia, Europe, North America, and South America, utilizing a methodological framework involving six-step and ﬁve-step models for systematic literature reviews. The ﬁndings underscore AI–ML achievements, illuminate challenges, and emphasize the need for context-speciﬁc and collaborative approaches. The ﬁndings imply that a one-size-ﬁts-all approach is insufﬁcient. Instead, successful adaptation strategies must be intricately linked to the particular characteristics, vulnerabilities, and intricacies of each region. Furthermore, the research underscores the importance of international collaboration, knowledge sharing, and technology transfer to expedite the integration of AI–ML into climate adaptation strategies globally. The study envisions a promising trajectory for AI–ML in the climate adaptation domain, emphasizing the necessity for ongoing research, innovation, and practical AI–ML applications. As climate change remains a deﬁning challenge, this research predicts an increasingly pivotal role for AI–ML in constructing climate-resilient urban centers and promoting sustainable development. Continuous efforts to advance AI–ML technologies, establish robust policy frameworks, and ensure universal access are crucial for harnessing AI–ML’s transformative capabilities to combat climate change consequences.",11/30/2023,8/26/2025 15:10,8/26/2025 15:10,8/26/2025 15:10,16461,,23,15,,Sustainability,,,,,,,,en,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\Q8RDFE7P\Srivastava and Maity - 2023 - Assessing the Potential of AI–ML in Urban Climate Change Adaptation and Sustainable Development.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8THAFT74,journalArticle,2025,"Augoye, Oghenerume; Adewoyin, Adekunle; Adediwin, Olugbenga; Audu, Audu Joseph",The Role of Artificial Intelligence in Energy Financing: A Review of Sustainable Infrastructure Investment Strategies,International Journal of Multidisciplinary Research and Growth Evaluation.,,25827138,10.54660/.IJMRGE.2025.6.2.277-283,https://www.allmultidisciplinaryjournal.com/search?q=MGE-2025-2-068&search=search,"Artificial Intelligence (AI) is transforming energy financing by enhancing decisionmaking, optimizing investment portfolios, and improving risk assessment in sustainable infrastructure projects. This review explores the role of AI in energy financing, focusing on its applications in risk evaluation, credit scoring, investment optimization, and the development of climate-aligned financial strategies. AI-driven predictive analytics enable investors to assess the financial viability of renewable energy projects, identify high-impact opportunities, and optimize asset allocation. Additionally, AI-powered models enhance credit scoring for energy developers, facilitating access to funding for clean energy initiatives. The integration of AI with blockchain and smart contracts is also revolutionizing energy financing by ensuring transparency, reducing fraud, and automating financial transactions in sustainable projects. Furthermore, AI plays a crucial role in the management and monitoring of green bonds, improving impact assessment and ensuring accountability in climate finance. However, several challenges hinder AI-driven energy financing, including data limitations, regulatory gaps, cybersecurity risks, and potential biases in AI decision-making models. Ensuring data quality, developing ethical AI frameworks, and addressing cybersecurity concerns are essential for AI’s successful adoption in energy investment strategies. Future opportunities lie in AI-driven predictive analytics for emerging markets, enabling better financing mechanisms for off-grid and decentralized energy solutions. AI can also enhance public-private partnerships by optimizing investment structures and improving government funding allocation for renewable energy projects. As AI continues to evolve, it holds the potential to reshape energy financing, drive sustainable investments, and accelerate the transition to a lowcarbon economy. This review underscores the need for collaborative efforts among policymakers, financial institutions, and technology providers to maximize AI’s potential in sustainable energy infrastructure financing while addressing its inherent challenges.",2025,8/26/2025 15:10,8/26/2025 15:10,8/26/2025 15:10,277-283,,2,6,,IJMRGE,The Role of Artificial Intelligence in Energy Financing,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\5GMELM9T\Augoye et al. - 2025 - The Role of Artificial Intelligence in Energy Financing A Review of Sustainable Infrastructure Inve.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLZXQTTV,journalArticle,2024,"Ukoba, Kingsley; Olatunji, Kehinde O.; Adeoye, Eyitayo; Jen, Tien-Chien; Madyira, Daniel M.",Optimizing renewable energy systems through artificial intelligence: Review and future prospects,Energy & Environment,,"0958-305X, 2048-4070",10.1177/0958305X241256293,https://journals.sagepub.com/doi/10.1177/0958305X241256293,"The global transition toward sustainable energy sources has prompted a surge in the integration of renewable energy systems (RES) into existing power grids. To improve the efﬁciency, reliability, and economic viability of these systems, the synergistic application of artiﬁcial intelligence (AI) methods has emerged as a promising avenue. This study presents a comprehensive review of the current state of research at the intersection of renewable energy and AI, highlighting key methodologies, challenges, and achievements. It covers a spectrum of AI utilizations in optimizing different facets of RES, including resource assessment, energy forecasting, system monitoring, control strategies, and grid integration. Machine learning algorithms, neural networks, and optimization techniques are explored for their role in complex data sets, enhancing predictive capabilities, and dynamically adapting RES. Furthermore, the study discusses the challenges faced in the implementation of AI in RES, such as data variability, model interpretability, and real-time adaptability. The potential beneﬁts of overcoming these challenges include increased energy yield, reduced operational costs, and improved grid stability. The review concludes with an exploration of prospects and emerging trends in the ﬁeld. Anticipated advancements in AI, such as explainable AI, reinforcement learning, and edge computing, are discussed in the context of their potential impact on optimizing RES. Additionally, the paper envisions the integration of AI-driven solutions into smart grids, decentralized energy systems, and the development of autonomous energy management systems. This investigation provides important insights into the current landscape of AI applications in RES.",2024-11,8/26/2025 15:10,8/26/2025 15:10,8/26/2025 15:10,3833-3879,,7,35,,Energy & Environment,Optimizing renewable energy systems through artificial intelligence,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\7MPWFC5T\Ukoba et al. - 2024 - Optimizing renewable energy systems through artificial intelligence Review and future prospects.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKLMCQ6C,preprint,2025,"Ajayi Abisoye; Akerele, Joshua Idowu; Odio, Princess Eloho; Anuoluwapo Collins; Babatunde, Gideon Opeyemi; Damilola Mustapha",Using AI and Machine Learning to Predict and Mitigate Cybersecurity Risks in Critical Infrastructure,,,,10.13140/RG.2.2.14069.49120,https://rgdoi.net/10.13140/RG.2.2.14069.49120,"The increasing reliance on critical infrastructure (CI) systems, such as power grids, transportation networks, and healthcare systems, has heightened their vulnerability to sophisticated cyber threats. Traditional cybersecurity approaches are often insufficient to address the dynamic and complex nature of these threats. This paper explores the potential of Artificial Intelligence (AI) and Machine Learning (ML) to predict and mitigate cybersecurity risks in critical infrastructure. AI and ML techniques are uniquely suited to analyze vast amounts of data in real-time, identify patterns, and detect anomalies indicative of cyberattacks. This study reviews state-of-the-art AI and ML algorithms, including supervised learning, unsupervised learning, and reinforcement learning, to highlight their effectiveness in intrusion detection, vulnerability assessment, and threat prediction. Key challenges such as adversarial attacks on AI models, data privacy concerns, and the need for high-quality training datasets are critically analyzed. The paper also discusses the role of explainable AI (XAI) in enhancing the transparency and trustworthiness of ML-based cybersecurity systems, which is vital for adoption in CI sectors. Additionally, the integration of AI-driven threat intelligence platforms with existing cybersecurity frameworks is explored, emphasizing real-time threat mitigation and adaptive responses to evolving attack vectors. A case study on the application of AI-based anomaly detection in industrial control systems (ICS) demonstrates the potential for reducing downtime, minimizing financial losses, and preventing cascading failures in critical infrastructure. The findings suggest that AI and ML can significantly enhance the resilience of CI against cyber threats while fostering a proactive, rather than reactive, approach to cybersecurity. This study concludes with recommendations for future research, including developing robust AI models resistant to adversarial attacks, creating standardized datasets for CI cybersecurity, and fostering interdisciplinary collaboration between AI researchers, cybersecurity professionals, and CI operators. By leveraging AI and ML innovations, the cybersecurity of critical infrastructure can be significantly strengthened, ensuring the safety, reliability, and continuity of essential services.",2025,8/26/2025 15:10,8/26/2025 15:10,8/26/2025 15:10,,,,,,,,,,,,Unpublished,,en,,,,,DOI.org (Datacite),,,,C:\Users\LATITUDE E7470\Zotero\storage\PEES2ZD7\Ajayi Abisoye et al. - 2025 - Using AI and Machine Learning to Predict and Mitigate Cybersecurity Risks in Critical Infrastructure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2XSPN5QW,journalArticle,2025,"Kwarkye, Thompson Gyedu",“We know what we are doing”: the politics and trends in artificial intelligence policies in Africa,Canadian Journal of African Studies / Revue canadienne des études africaines,,"0008-3968, 1923-3051",10.1080/00083968.2025.2456619,https://www.tandfonline.com/doi/full/10.1080/00083968.2025.2456619,"In the last decade, several actors have encouraged African countries to establish standards, policies and strategies that maximise the benefits of artificial intelligence (AI) and reduce risks. African countries appear to be adopting this regulatory path, yet their motivations and political contexts for actively engaging in AI policies vary, as do the values, principles and ethical issues woven into these policies. With qualitative evidence from Rwanda and Ghana, the paper explores the complex interplay of politics, power and local ecosystems in policy development on the continent. It unpacks the strategies of mobilising knowledge through stakeholder engagements, agenda setting and valid public and political engagements that lead to the final AI policy. A comparative analysis of the policies in the two countries finds that while reproducing identical initiatives, there are differences in AI vision, practicality and data sovereignty based on political, economic and historical contexts.",3/5/2025,8/26/2025 15:10,8/26/2025 15:10,8/26/2025 15:10,19-Jan,,,,,Canadian Journal of African Studies / Revue canadienne des études africaines,“We know what we are doing”,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\I3MPXFEI\Kwarkye - 2025 - “We know what we are doing” the politics and trends in artificial intelligence policies in Africa.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7G4YILDH,journalArticle,2024,Odeyemi Olubusola; Noluthando Zamanjomane Mhlongo; Titilola Falaiye; Adeola Olusola Ajayi-Nifise; Ebere Rosita Daraojimba,Digital transformation in business development: A comparative review of USA and Africa,World Journal of Advanced Research and Reviews,,25819615,10.30574/wjarr.2024.21.2.0443,https://wjarr.com/content/digital-transformation-business-development-comparative-review-usa-and-africa,"This comparative review explores the dynamics of digital transformation in business development, drawing parallels between the United States (USA) and various countries in Africa. Digital transformation, characterized by the integration of digital technologies into all aspects of business operations, is a global phenomenon with unique manifestations in diverse economic landscapes. The study delves into the distinct approaches and challenges faced by businesses in the USA and Africa as they navigate the complex terrain of digital transformation. In the USA, a mature and technologically advanced market, businesses have embraced digital transformation as a strategic imperative. The review analyzes the adoption of cutting-edge technologies, such as artificial intelligence, data analytics, and cloud computing, and their impact on enhancing operational efficiency, customer experiences, and overall competitiveness. Case studies and success stories from American businesses provide insights into best practices and lessons learned in the realm of digital business development. Contrastingly, the review examines the digital transformation landscape in various African countries, acknowledging the diversity of economic contexts and technological infrastructures. It explores the challenges faced by African businesses, including limited access to digital infrastructure, the digital skills gap, and regulatory complexities. Case studies from African businesses showcase innovative strategies employed to overcome these challenges, highlighting the resilience and adaptability of entrepreneurs on the continent. The comparative analysis sheds light on the similarities and differences in the pace and nature of digital transformation between the USA and Africa. By understanding the unique challenges and opportunities in each context, businesses, policymakers, and researchers can derive valuable insights to inform strategies for fostering digital business development. Ultimately, the review advocates for a nuanced and context-specific approach to digital transformation, recognizing that successful strategies must be tailored to the distinctive characteristics of each economic landscape.",2/28/2024,8/26/2025 15:10,8/26/2025 15:10,8/26/2025 15:10,1958-1968,,2,21,,World J. Adv. Res. Rev.,Digital transformation in business development,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\884X9AMZ\Odeyemi Olubusola et al. - 2024 - Digital transformation in business development A comparative review of USA and Africa.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W6ZCHRS5,journalArticle,2024,"Ajayi, Olusola; Kurien, Anish; Djouani, Karim; Dieng, Lamine",4IR Applications in the Transport Industry: Systematic Review of the State of the Art with Respect to Data Collection and Processing Mechanisms,Sustainability,,2071-1050,10.3390/su16177514,https://www.mdpi.com/2071-1050/16/17/7514,"Transportation systems through the ages have seen drastic evolutions in terms of transportation methods, speed of transport, infrastructure, technology, connectivity, influence on the environment, and accessibility. The massive transformation seen in the transportation sector has been fueled by the Industrial Revolutions, which have continued expansion and progress into the fourth Industrial Revolution. However, the methodologies of data collection and processing used by the many drivers of this progress differ. In order to achieve a better understanding of the impact of these technologies, in this study, we methodically reviewed the literature on the subject of the data collection and processing mechanisms of 4IR technologies in the context of transport. Gaps in present practices are identified in the study, especially with regard to the integration and scalability of these technologies in transportation networks. In order to fully reap the rewards of 4IR technologies, it is also necessary to apply standardized methods for data gathering and processing. In this report, we offer insights into current obstacles and make recommendations for future research to solve these concerns through a comprehensive evaluation of the literature, with the goal of promoting the development of intelligent and sustainable transportation systems.",8/30/2024,9/5/2025 7:41,9/5/2025 7:41,9/5/2025 7:41,7514,,17,16,,Sustainability,4IR Applications in the Transport Industry,,,,,,,en,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\FPWVIQZ3\Ajayi et al. - 2024 - 4IR Applications in the Transport Industry Systematic Review of the State of the Art with Respect t.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFG642PI,journalArticle,2024,"Ajayi, Olusola O.; Kurien, Anish M.; Djouani, Karim; Dieng, Lamine",Analysis of Road Roughness and Driver Comfort in ‘Long-Haul’ Road Transportation Using Random Forest Approach,Sensors,,1424-8220,10.3390/s24186115,https://www.mdpi.com/1424-8220/24/18/6115,"Global trade depends on long-haul transportation, yet comfort for drivers on lengthy trips is sometimes neglected. Rough roads have a major negative influence on driver comfort and increase the risk of weariness, distracted driving, and accidents. Using Random Forest regression, a machine learning technique well-suited to examining big datasets and nonlinear relationships, this study examines the relationship between road roughness and driver comfort. Using the MIRANDA mobile application, data were gathered from 1,048,576 rows, including vehicle acceleration and values for the International Roughness Index (IRI). The Support Vector Regression (SVR) and XGBoost models were used for comparative analysis. Random Forest was preferred because of its ability to be deployed in real time and use less memory, even if XGBoost performed better in terms of training time and prediction accuracy. The findings showed a significant relationship between driver discomfort and road roughness, with rougher roads resulting in increased vertical acceleration and lower comfort levels (Road Roughness: SD—0.73; Driver’s Comfort: Mean—10.01, SD—0.64). This study highlights how crucial it is to provide smooth surfaces and road maintenance in order to increase road safety, lessen driver weariness, and promote long-haul driver welfare. These results offer information to transportation authorities and policymakers to help them make data-driven decisions that enhance the efficiency of transportation and road conditions.",9/21/2024,9/5/2025 7:57,9/5/2025 7:57,9/5/2025 7:57,6115,,18,24,,Sensors,,,,,,,,en,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\J5MQX7XA\Ajayi et al. - 2024 - Analysis of Road Roughness and Driver Comfort in ‘Long-Haul’ Road Transportation Using Random Forest.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QJGQY3B7,journalArticle,2025,"Ajayi, Olusola O.; Kurien, Anish M.; Djouani, Karim; Dieng, Lamine",A Proactive Predictive Model for Machine Failure Forecasting,Machines,,2075-1702,10.3390/machines13080663,https://www.mdpi.com/2075-1702/13/8/663,"Unexpected machine failures in industrial environments lead to high maintenance costs, unplanned downtime, and safety risks. This study proposes a proactive predictive model using a hybrid of eXtreme Gradient Boosting (XGBoost) and Neural Networks (NN) to forecast machine failures. A synthetic dataset capturing recent breakdown history and time since last failure was used to simulate industrial scenarios. To address class imbalance, SMOTE and class weighting were applied, alongside a focal loss function to emphasize difficult-to-classify failures. The XGBoost model was tuned via GridSearchCV, while the NN model utilized ReLU-activated hidden layers with dropout. Evaluation using stratified 5-fold cross-validation showed that the NN achieved an F1-score of 0.7199 and a recall of 0.9545 for the minority class. XGBoost attained a higher PR AUC of 0.7126 and a more balanced precision–recall trade-off. Sample predictions demonstrated strong recall (100%) for failures, but also a high false positive rate, with most prediction probabilities clustered between 0.50–0.55. Additional benchmarking against Logistic Regression, Random Forest, and SVM further confirmed the superiority of the proposed hybrid model. Model interpretability was enhanced using SHAP and LIME, confirming that recent breakdowns and time since last failure were key predictors. While the model effectively detects failures, further improvements in feature engineering and threshold tuning are recommended to reduce false alarms and boost decision confidence.",7/29/2025,9/5/2025 7:57,9/5/2025 7:57,9/5/2025 7:57,663,,8,13,,Machines,,,,,,,,en,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,,,C:\Users\LATITUDE E7470\Zotero\storage\BVZ59JB2\Ajayi et al. - 2025 - A Proactive Predictive Model for Machine Failure Forecasting.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
